type_annonce,titre,location,date,modele,transsmission,carburant,image,propriétere,link,ville,quartier
Voitures de location,voitures de location à marrakech,"marrakech, guéliz",il y a 6 heures,,N/A,N/A,N/A,Redkech Car,https://www.avito.ma/fr/guéliz/voitures_de_location/Voitures_de_location_à_Marrakech_53458877.htm,marrakech,guéliz
Voitures d'occasion,opel corsa diesel manuelle 2007 à marrakech,"marrakech, azzouzia",il y a 6 heures,2007,Manuelle,Diesel,N/A,adil,https://www.avito.ma/fr/azzouzia/voitures_d_occasion/Opel_Corsa_Diesel_Manuelle_2007_à_Marrakech_57507286.htm,marrakech,azzouzia
Voitures de location,1 service car – location jeep renegade,"casablanca, sidi maarouf",il y a 6 heures,,N/A,N/A,N/A,1 service car,https://www.avito.ma/fr/sidi_maarouf/voitures_de_location/1_Service_Car___Location_Jeep_Renegade_57323099.htm,casablanca,sidi maarouf
Voitures d'occasion,a5 coupe 40 tdi 204 s-tronic s-line,"casablanca, ain sebaa",il y a 6 heures,2022,Automatique,Diesel,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/A5_Coupe_40_TDI_204_S_Tronic_S_line_57303140.htm,casablanca,ain sebaa
Voitures d'occasion,renault express,"casablanca, oulfa",il y a 6 heures,2022,Manuelle,Diesel,N/A,omar,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Renault_express_57494903.htm,casablanca,oulfa
Voitures d'occasion,audi a4 2.0 tdi 150 premium s-tronic,"casablanca, ain sebaa",il y a 6 heures,2021,Automatique,Diesel,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Audi_A4_2_0_TDI_150_Premium_S_tronic_57306012.htm,casablanca,ain sebaa
Voitures d'occasion,volswagen twareg mod 2021 1ère main,"rabat, hay el fath",il y a 6 heures,2021,Automatique,Diesel,N/A,Chaabi Auto,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/volswagen_twareg_mod_2021_1ère_main_57275102.htm,rabat,hay el fath
Voitures de location,location de voiture,"casablanca, 2 mars",il y a 6 heures,,N/A,N/A,N/A,vog car,https://www.avito.ma/fr/2_mars/voitures_de_location/Location_de_Voiture_56982885.htm,casablanca,2 mars
Voitures d'occasion,dacia dustr,"casablanca, oulfa",il y a 6 heures,2023,Automatique,Diesel,N/A,omar,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Dacia_dustr_57494879.htm,casablanca,oulfa
Voitures d'occasion,mercedes-benz classe cla 220 dédouanée 2025,"rabat, hay el fath",il y a 22 heures,2021,Automatique,Diesel,https://content.avito.ma/classifieds/images/10141145908?t=images,Auto Al Fath,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_Benz_Classe_CLA_220_dédouanée_2025_57130227.htm,rabat,hay el fath
Voitures d'occasion,volkswagen touareg diesel automatique 2021,"casablanca, ain sebaa",il y a 3 heures,2021,Automatique,Diesel,https://content.avito.ma/classifieds/images/10143960673?t=images,Abdellah,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Volkswagen_Touareg_Diesel_Automatique_2021_57400636.htm,casablanca,ain sebaa
Voitures d'occasion,opel corsa diesel manuel 2021,"el jadida, biranzarane",il y a 5 heures,2021,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144953955?t=images,YATIB AUTO,https://www.avito.ma/fr/biranzarane/voitures_d_occasion/Opel_corsa_diesel_manuel_2021_57405008.htm,el jadida,biranzarane
Voitures d'occasion,volkswagen golf,"casablanca, aïn borja",il y a 6 heures,2019,Automatique,Diesel,N/A,Abdelghani,https://www.avito.ma/fr/aïn_borja/voitures_d_occasion/Volkswagen_Golf_56102863.htm,casablanca,aïn borja
Voitures d'occasion,peugeot 208 2022,"casablanca, sidi moumen",il y a 6 heures,2021,Manuelle,Diesel,N/A,zouhair,https://www.avito.ma/fr/sidi_moumen/voitures_d_occasion/Peugeot_208_2022_55861080.htm,casablanca,sidi moumen
Voitures d'occasion,passat cc lmlih,"agadir, autre secteur",il y a 6 heures,2017,Automatique,Diesel,N/A,Mobile auto,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Passat_cc_lmlih_57044241.htm,agadir,autre secteur
Voitures d'occasion,volvo xc40 diesel automatique 2018 à skhirat,"skhirat, plage rose marae",il y a 6 heures,2018,Automatique,Diesel,N/A,Mhamed,https://www.avito.ma/fr/plage_rose_marae/voitures_d_occasion/Volvo_XC40_Diesel_Automatique_2018_à_Skhirat_57491008.htm,skhirat,plage rose marae
Voitures d'occasion,renault clio diesel à casablanca,"casablanca, aïn chock",il y a 6 heures,2019,Manuelle,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Renault_Clio_Diesel_à_Casablanca_57380689.htm,casablanca,aïn chock
Voitures d'occasion,mercedes classe e220d,"casablanca, anfa",il y a 6 heures,2021,Automatique,Diesel,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Classe_E220d_57364071.htm,casablanca,anfa
Voitures d'occasion,porsche cayenne s,"casablanca, belvédère",il y a 6 heures,2018,Automatique,Essence,N/A,Marouane Auto,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Porsche_Cayenne_S_53499103.htm,casablanca,belvédère
Voitures d'occasion,renault captur 1.5 dci 85ch intens,"casablanca, ain sebaa",il y a 6 heures,2023,Manuelle,Diesel,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Renault_Captur_1_5_dCi_85ch_Intens_57305214.htm,casablanca,ain sebaa
Voitures d'occasion,mercedes-benz classe gle 350de(importée neuve)2026,"casablanca, anfa",il y a 6 heures,2026,Automatique,Hybride,N/A,Luxury Auto,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Benz_Classe_GLE_350de_Importée_Neuve_2026_57480947.htm,casablanca,anfa
Voitures d'occasion,volkswagen touareg nouveau modèle executive 11/2024,"agadir, sonaba",il y a 6 heures,2024,Automatique,Diesel,N/A,Rachid,https://www.avito.ma/fr/sonaba/voitures_d_occasion/Volkswagen_Touareg_Nouveau_Modèle_Executive_11_2024_56254949.htm,agadir,sonaba
Voitures d'occasion,passat cc 170 cv auto,"casablanca, maarif",il y a 6 heures,2017,Automatique,Diesel,N/A,widad youssef,https://www.avito.ma/fr/maarif/voitures_d_occasion/passat_cc_170_cv_auto_57507277.htm,casablanca,maarif
Voitures de location,location de voiture dacia logan courte durée,"casablanca, hay mohammadi",il y a 6 heures,,N/A,N/A,N/A,Catalania Car,https://www.avito.ma/fr/hay_mohammadi/voitures_de_location/Location_de_voiture_Dacia_logan_courte_durée_49779377.htm,casablanca,hay mohammadi
Voitures d'occasion,partner tepee,"salé, sala el jadida",il y a 6 heures,2012,Manuelle,Diesel,N/A,achraf,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Partner_Tepee_57229573.htm,salé,sala el jadida
Voitures d'occasion,audi a3 s-line,"casablanca, val fleuri",il y a 6 heures,2024,Automatique,Diesel,N/A,Auto elyousre,https://www.avito.ma/fr/val_fleuri/voitures_d_occasion/Audi_A3_S_LINE_57135387.htm,casablanca,val fleuri
Voitures d'occasion,land rover range sport dynamique,"casablanca, anfa",il y a 6 heures,2017,Automatique,Diesel,N/A,Bennani,https://www.avito.ma/fr/anfa/voitures_d_occasion/Land_rover_Range_Sport_Dynamique_56185783.htm,casablanca,anfa
Voitures d'occasion,skoda octavia 2019 à rabat,"rabat, autre secteur",il y a 6 heures,2019,Automatique,Diesel,N/A,Auto arfoud,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Skoda_octavia_2019_à_Rabat_48383315.htm,rabat,autre secteur
Voitures d'occasion,kia - kia sportage,"casablanca, autre secteur",il y a 7 heures,2023,Automatique,Diesel,N/A,KIA OCCASION,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/KIA___KIA_Sportage_57507255.htm,casablanca,autre secteur
Voitures d'occasion,kia sportage 2023 automatique tt options,"marrakech, hay al bahja",il y a 7 heures,2023,Automatique,Diesel,N/A,MH AUTOKAZ,https://www.avito.ma/fr/hay_al_bahja/voitures_d_occasion/Kia_Sportage_2023_Automatique_Tt_Options_57000577.htm,marrakech,hay al bahja
Voitures d'occasion,c5 aircross à vendre,"casablanca, casablanca finance city",il y a 6 heures,2023,Automatique,Diesel,N/A,Ahmed El Marji,https://www.avito.ma/fr/casablanca_finance_city/voitures_d_occasion/C5_AIRCROSS_à_Vendre_57374069.htm,casablanca,casablanca finance city
Voitures d'occasion,toyota corolla 2021,"casablanca, anfa",il y a 6 heures,2021,Automatique,Hybride,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Toyota_Corolla_2021_57100454.htm,casablanca,anfa
Voitures d'occasion,hyundai i30 diesel,"kénitra, autre secteur",il y a 6 heures,2018,Manuelle,Diesel,N/A,Jaouad,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_i30_Diesel_57022760.htm,kénitra,autre secteur
Voitures d'occasion,peugeot 301 modèle 2021,"casablanca, californie",il y a 6 heures,2021,Manuelle,Diesel,N/A,Issam,https://www.avito.ma/fr/californie/voitures_d_occasion/Peugeot_301_modèle_2021_53619388.htm,casablanca,californie
Voitures d'occasion,renault megane diesel automatique 2022 à salé,"salé, sala el jadida",il y a 6 heures,2022,Automatique,Diesel,N/A,AUTO MEHDI,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Renault_Megane_Diesel_Automatique_2022_à_Salé_57430399.htm,salé,sala el jadida
Voitures d'occasion,volkswagen touran diesel automatique 2019,"casablanca, aïn chock",il y a 7 heures,2019,Automatique,Diesel,N/A,AUTO BABA HAFID,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Touran_Diesel_Automatique_2019_56313367.htm,casablanca,aïn chock
Voitures d'occasion,volkswagen touareg diesel importée neuve,"casablanca, aïn chock",il y a 6 heures,2010,Automatique,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Touareg_Diesel_Importée_neuve_57415166.htm,casablanca,aïn chock
Voitures d'occasion,mercedes classe g63 amg 2015,"tanger, ain el hayani",il y a 6 heures,2015,Automatique,Essence,N/A,Race Auto,https://www.avito.ma/fr/ain_el_hayani/voitures_d_occasion/MERCEDES_CLASSE_G63_AMG_2015_51724651.htm,tanger,ain el hayani
Voitures d'occasion,hyundai grand i10 salé el jadida,"rabat, autre secteur",il y a 7 heures,2025,Automatique,Essence,N/A,Auto arfoud,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_Grand_i10_Salé_El_Jadida_43742604.htm,rabat,autre secteur
Voitures d'occasion,mercedes gla 200 d distinctive,"casablanca, ain sebaa",il y a 7 heures,2024,Automatique,Diesel,N/A,autocash.ma,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/MERCEDES_GLA_200_d_Distinctive_57357421.htm,casablanca,ain sebaa
Voitures de location,location de voiture peugeot 208 2025,"casablanca, aïn borja",il y a 7 heures,,N/A,N/A,N/A,Catalania Car,https://www.avito.ma/fr/aïn_borja/voitures_de_location/Location_de_voiture_Peugeot_208_2025_55970863.htm,casablanca,aïn borja
Voitures d'occasion,peugeot-2008,"ouarzazate, toute la ville",il y a 7 heures,2014,Manuelle,Diesel,N/A,Jawad,https://www.avito.ma/fr/ouarzazate/voitures_d_occasion/peugeot_2008_50788589.htm,ouarzazate,toute la ville
Voitures d'occasion,range rover sport hse dynamique 12.2020 diesel,"casablanca, aïn chock",il y a 7 heures,2020,Automatique,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Range_Rover_Sport_HSE_Dynamique_12_2020_Diesel_57352131.htm,casablanca,aïn chock
Voitures de location,location de voiture logan automatique,"casablanca, ain sebaa",il y a 7 heures,,N/A,N/A,N/A,Catalania Car,https://www.avito.ma/fr/ain_sebaa/voitures_de_location/LOCATION_DE_VOITURE_LOGAN_AUTOMATIQUE_52643260.htm,casablanca,ain sebaa
Voitures d'occasion,audi rsq8 2024,"tanger, ain el hayani",il y a 7 heures,2024,Automatique,Essence,N/A,Race Auto,https://www.avito.ma/fr/ain_el_hayani/voitures_d_occasion/AUDI_RSQ8_2024_47854604.htm,tanger,ain el hayani
Voitures d'occasion,nissan qashqai essence automatique 2023,"casablanca, ain sebaa",il y a 7 heures,2023,Automatique,Essence,N/A,hicham,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Nissan_Qashqai_Essence_Automatique_2023_57507247.htm,casablanca,ain sebaa
Voitures d'occasion,toyota prado automatique,"mohammedia, centre ville",il y a 7 heures,2015,Automatique,Diesel,N/A,anas tabba,https://www.avito.ma/fr/centre_ville/voitures_d_occasion/Toyota_Prado_automatique_57507252.htm,mohammedia,centre ville
Voitures d'occasion,stellantis - peugeot 3008 - 2025,"casablanca, ain sebaa",il y a 1 heure,2025,Automatique,Hybride,https://content.avito.ma/classifieds/images/10143222541?t=images,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___PEUGEOT_3008___2025_56991364.htm,casablanca,ain sebaa
Voitures d'occasion,mercedes-benz gle350 manufactur 2026,"rabat, yacoub el mansour",il y a 23 heures,2025,Automatique,Hybride,https://content.avito.ma/classifieds/images/10143647815?t=images,Auto Dusseldorf,https://www.avito.ma/fr/yacoub_el_mansour/voitures_d_occasion/Mercedes_Benz_GLE350_MANUFACTUR_2026_56878042.htm,rabat,yacoub el mansour
Voitures d'occasion,audi a5 coupé 2017 110000km,"casablanca, aïn diab",il y a 19 heures,2017,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144762011?t=images,AUDI,https://www.avito.ma/fr/aïn_diab/voitures_d_occasion/Audi_A5_Coupé_2017_110000km_57479950.htm,casablanca,aïn diab
Voitures d'occasion,renault captur 1.5 dci 85ch intens,"casablanca, ain sebaa",il y a 6 heures,2023,Manuelle,Diesel,N/A,otoclic casablanca,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Renault_Captur_1_5_dCi_85ch_Intens_57305214.htm,casablanca,ain sebaa
Voitures d'occasion,mercedes classe e220d,"casablanca, anfa",il y a 6 heures,2021,Automatique,Diesel,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Classe_E220d_57364071.htm,casablanca,anfa
Voitures d'occasion,volvo xc40 diesel automatique 2018 à skhirat,"skhirat, plage rose marae",il y a 6 heures,2018,Automatique,Diesel,N/A,Mhamed,https://www.avito.ma/fr/plage_rose_marae/voitures_d_occasion/Volvo_XC40_Diesel_Automatique_2018_à_Skhirat_57491008.htm,skhirat,plage rose marae
Voitures d'occasion,mercedes-benz classe gle 350de(importée neuve)2026,"casablanca, anfa",il y a 6 heures,2026,Automatique,Hybride,N/A,Luxury Auto,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mercedes_Benz_Classe_GLE_350de_Importée_Neuve_2026_57480947.htm,casablanca,anfa
Voitures d'occasion,passat cc 170 cv auto,"casablanca, maarif",il y a 6 heures,2017,Automatique,Diesel,N/A,widad youssef,https://www.avito.ma/fr/maarif/voitures_d_occasion/passat_cc_170_cv_auto_57507277.htm,casablanca,maarif
Voitures d'occasion,passat cc lmlih,"agadir, autre secteur",il y a 6 heures,2017,Automatique,Diesel,N/A,Mobile auto,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Passat_cc_lmlih_57044241.htm,agadir,autre secteur
Voitures d'occasion,peugeot 208 2022,"casablanca, sidi moumen",il y a 6 heures,2021,Manuelle,Diesel,N/A,zouhair,https://www.avito.ma/fr/sidi_moumen/voitures_d_occasion/Peugeot_208_2022_55861080.htm,casablanca,sidi moumen
Voitures d'occasion,skoda octavia 2019 à rabat,"rabat, autre secteur",il y a 6 heures,2019,Automatique,Diesel,N/A,Auto arfoud,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Skoda_octavia_2019_à_Rabat_48383315.htm,rabat,autre secteur
Voitures d'occasion,volkswagen touareg nouveau modèle executive 11/2024,"agadir, sonaba",il y a 6 heures,2024,Automatique,Diesel,N/A,Rachid,https://www.avito.ma/fr/sonaba/voitures_d_occasion/Volkswagen_Touareg_Nouveau_Modèle_Executive_11_2024_56254949.htm,agadir,sonaba
Voitures d'occasion,toyota corolla 2021,"casablanca, anfa",il y a 6 heures,2021,Automatique,Hybride,N/A,Mini Prix 1971,https://www.avito.ma/fr/anfa/voitures_d_occasion/Toyota_Corolla_2021_57100454.htm,casablanca,anfa
Voitures d'occasion,c5 aircross à vendre,"casablanca, casablanca finance city",il y a 6 heures,2023,Automatique,Diesel,N/A,Ahmed El Marji,https://www.avito.ma/fr/casablanca_finance_city/voitures_d_occasion/C5_AIRCROSS_à_Vendre_57374069.htm,casablanca,casablanca finance city
Voitures d'occasion,volkswagen touran diesel automatique 2019,"casablanca, aïn chock",il y a 7 heures,2019,Automatique,Diesel,N/A,AUTO BABA HAFID,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Touran_Diesel_Automatique_2019_56313367.htm,casablanca,aïn chock
Voitures d'occasion,renault megane diesel automatique 2022 à salé,"salé, sala el jadida",il y a 6 heures,2022,Automatique,Diesel,N/A,AUTO MEHDI,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Renault_Megane_Diesel_Automatique_2022_à_Salé_57430399.htm,salé,sala el jadida
Voitures d'occasion,volkswagen touareg diesel importée neuve,"casablanca, aïn chock",il y a 6 heures,2010,Automatique,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_Touareg_Diesel_Importée_neuve_57415166.htm,casablanca,aïn chock
Voitures d'occasion,peugeot 301 modèle 2021,"casablanca, californie",il y a 6 heures,2021,Manuelle,Diesel,N/A,Issam,https://www.avito.ma/fr/californie/voitures_d_occasion/Peugeot_301_modèle_2021_53619388.htm,casablanca,californie
Voitures d'occasion,mercedes classe g63 amg 2015,"tanger, ain el hayani",il y a 6 heures,2015,Automatique,Essence,N/A,Race Auto,https://www.avito.ma/fr/ain_el_hayani/voitures_d_occasion/MERCEDES_CLASSE_G63_AMG_2015_51724651.htm,tanger,ain el hayani
Voitures d'occasion,kia sportage 2023 automatique tt options,"marrakech, hay al bahja",il y a 7 heures,2023,Automatique,Diesel,N/A,MH AUTOKAZ,https://www.avito.ma/fr/hay_al_bahja/voitures_d_occasion/Kia_Sportage_2023_Automatique_Tt_Options_57000577.htm,marrakech,hay al bahja
Voitures d'occasion,hyundai i30 diesel,"kénitra, autre secteur",il y a 6 heures,2018,Manuelle,Diesel,N/A,Jaouad,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_i30_Diesel_57022760.htm,kénitra,autre secteur
Voitures d'occasion,kia - kia sportage,"casablanca, autre secteur",il y a 7 heures,2023,Automatique,Diesel,N/A,KIA OCCASION,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/KIA___KIA_Sportage_57507255.htm,casablanca,autre secteur
Voitures d'occasion,hyundai grand i10 salé el jadida,"rabat, autre secteur",il y a 7 heures,2025,Automatique,Essence,N/A,Auto arfoud,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_Grand_i10_Salé_El_Jadida_43742604.htm,rabat,autre secteur
Voitures d'occasion,mercedes gla 200 d distinctive,"casablanca, ain sebaa",il y a 7 heures,2024,Automatique,Diesel,N/A,autocash.ma,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/MERCEDES_GLA_200_d_Distinctive_57357421.htm,casablanca,ain sebaa
Voitures d'occasion,audi rsq8 2024,"tanger, ain el hayani",il y a 7 heures,2024,Automatique,Essence,N/A,Race Auto,https://www.avito.ma/fr/ain_el_hayani/voitures_d_occasion/AUDI_RSQ8_2024_47854604.htm,tanger,ain el hayani
Voitures d'occasion,range rover sport hse dynamique 12.2020 diesel,"casablanca, aïn chock",il y a 7 heures,2020,Automatique,Diesel,N/A,Auto Laakoud,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Range_Rover_Sport_HSE_Dynamique_12_2020_Diesel_57352131.htm,casablanca,aïn chock
Voitures de location,location de voiture logan automatique,"casablanca, ain sebaa",il y a 7 heures,,N/A,N/A,N/A,Catalania Car,https://www.avito.ma/fr/ain_sebaa/voitures_de_location/LOCATION_DE_VOITURE_LOGAN_AUTOMATIQUE_52643260.htm,casablanca,ain sebaa
Voitures d'occasion,peugeot-2008,"ouarzazate, toute la ville",il y a 7 heures,2014,Manuelle,Diesel,N/A,Jawad,https://www.avito.ma/fr/ouarzazate/voitures_d_occasion/peugeot_2008_50788589.htm,ouarzazate,toute la ville
Voitures de location,location de voiture peugeot 208 2025,"casablanca, aïn borja",il y a 7 heures,,N/A,N/A,N/A,Catalania Car,https://www.avito.ma/fr/aïn_borja/voitures_de_location/Location_de_voiture_Peugeot_208_2025_55970863.htm,casablanca,aïn borja
Voitures d'occasion,dacia duster journey,"salé, hay chmaou",il y a 7 heures,2025,Manuelle,Diesel,N/A,PC INAS,https://www.avito.ma/fr/hay_chmaou/voitures_d_occasion/DACIA_DUSTER_JOURNEY_57507259.htm,salé,hay chmaou
